mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,car_name,length,width,height,wheelbase,engine_type,fuel_system,transmission_type,num_gears,drive_type,drag_coefficient,frontal_area,compression_ratio,top_speed
47.8,6,214.1,159.0,2585,15.5,2023,2,Dodge Truck GT,230.0,82.0,53.6,127.2,V6,Carburetor,CVT,,FWD,0.307,27.5,13.4,167.0
24.6,8,413.7,258.0,4538,17.7,2022,1,Volkswagen Crossover Premium,230.0,82.0,72.9,131.7,V8,TBI,CVT,,AWD,0.323,36.1,10.1,196.0
38.0,6,250.2,187.0,3213,15.3,2017,3,Nissan Wagon Sport,230.0,82.0,65.2,123.5,V6,GDI,CVT,,AWD,0.377,31.2,9.6,161.0
42.0,4,108.1,69.0,1800,20.0,1984,3,Tesla Convertible GT,226.3,82.0,74.9,121.5,Inline-4,nan,CVT,,AWD,0.477,37.5,9.9,140.0
46.2,4,106.7,79.0,1800,17.8,2019,2,Lexus SUV LX,230.0,82.0,55.6,127.1,Inline-4,MPFI,Automatic,6.0,AWD,0.355,26.6,12.3,99.0
39.3,4,176.2,112.0,1830,16.9,2020,1,Mazda SUV Limited,191.4,82.0,67.5,104.4,Inline-4,GDI,Automatic,10.0,FWD,0.325,34.2,12.7,108.0
50.7,4,143.1,138.0,1826,14.5,2019,3,Honda Luxury EX,230.0,82.0,71.3,126.4,Inline-4,TBI,CVT,,RWD,0.367,35.8,12.7,142.0
45.2,4,125.1,80.0,1800,19.4,1985,3,Lexus Truck DX,204.2,82.0,73.8,117.0,Inline-4,Direct Injection,Manual,5.0,FWD,,36.1,10.4,122.0
39.6,6,260.1,169.0,3306,17.2,2015,1,Kia Van DX,230.0,82.0,76.1,127.1,Inline-6,MPFI,Automatic,7.0,FWD,0.318,36.3,9.6,148.0
47.9,3,75.8,55.0,1800,21.8,2021,1,Dodge Sedan EX,230.0,82.0,67.5,123.7,Inline-3,GDI,Automatic,5.0,RWD,0.358,31.7,13.3,122.0
23.6,10,436.2,,5478,16.3,2012,1,Tesla Luxury Base,230.0,82.0,53.6,,V10,GDI,Semi-Automatic,6.0,4WD,0.33,26.0,11.3,173.0
46.9,4,108.6,82.0,1800,18.6,2015,1,Kia Crossover LX,,82.0,58.6,121.8,Inline-4,Direct Injection,Automatic,6.0,4WD,0.352,,10.8,114.0
30.0,8,367.3,136.0,4119,20.2,2008,1,Chevrolet Van Premium,230.0,82.0,71.1,121.5,V8,TBI,DCT,7.0,AWD,,35.8,,161.0
39.2,6,266.0,172.0,3495,18.5,2011,2,Chevrolet Hybrid Sport,,82.0,71.4,123.1,V6,Direct Injection,DCT,8.0,FWD,0.412,34.2,9.3,119.0
40.8,4,95.5,50.0,1800,20.8,1974,1,Hyundai Hatchback Premium,215.8,82.0,58.2,116.4,,TBI,Automatic,10.0,RWD,0.474,28.0,8.3,93.0
39.2,6,201.9,145.0,2697,15.9,2014,1,Dodge Sport Limited,230.0,82.0,58.1,132.4,V6,TBI,Automatic,6.0,4WD,0.361,28.1,13.2,125.0
32.9,6,269.3,171.0,3362,16.3,1981,1,Acura SUV EX,230.0,82.0,59.4,124.6,Inline-6,GDI,Automatic,5.0,FWD,0.424,29.5,11.7,121.0
41.3,6,192.2,107.0,2602,18.8,2006,1,Honda Sedan GT,230.0,82.0,52.4,127.9,V6,MPFI,DCT,8.0,RWD,0.346,25.8,9.5,
42.0,5,177.8,73.0,2751,20.7,2000,3,Audi Coupe Premium,219.5,82.0,58.5,122.2,V12,GDI,Semi-Automatic,6.0,RWD,,29.1,10.0,140.0
51.4,4,109.2,102.0,1800,17.3,2011,2,Mercedes SUV Sport,230.0,82.0,54.3,126.6,Inline-4,MPFI,Automatic,7.0,AWD,,25.9,10.8,123.0
34.4,6,240.6,113.0,2975,20.2,1988,1,Dodge Luxury Premium,230.0,82.0,71.6,125.2,V6,GDI,CVT,,AWD,0.425,35.4,10.0,106.0
33.1,8,364.3,298.0,4804,15.8,2016,1,Acura Coupe LX,230.0,82.0,76.8,127.0,V8,MPFI,Automatic,7.0,RWD,0.362,,10.3,161.0
49.5,4,99.2,50.0,1800,20.9,2020,3,Acura Hybrid Sport,206.2,82.0,55.1,112.1,Inline-4,MPFI,Manual,5.0,nan,0.396,25.8,12.4,86.0
45.6,4,142.4,83.0,1986,19.8,1991,3,Volvo Van Sport,230.0,82.0,56.0,128.9,Flat-4,MPFI,CVT,,AWD,,26.2,9.5,135.0
26.8,8,430.3,244.0,4727,17.0,1984,2,Mercedes SUV EX,230.0,82.0,56.8,123.1,V8,GDI,Automatic,5.0,FWD,,25.9,10.3,169.0
39.2,4,151.2,132.0,2209,15.8,1990,1,Chevrolet Sedan Limited,217.5,82.0,70.8,120.6,Inline-4,GDI,DCT,8.0,RWD,0.478,33.3,11.4,143.0
45.5,6,243.7,102.0,3394,19.2,2022,2,Kia Sport DX,230.0,82.0,70.9,129.4,,MPFI,Semi-Automatic,,AWD,0.358,34.7,11.1,126.0
40.7,6,230.0,,2653,21.4,2010,1,Mercedes Wagon Limited,230.0,82.0,53.3,129.4,V6,MPFI,Manual,5.0,RWD,0.399,26.5,10.6,144.0
36.4,6,231.9,83.0,2622,20.2,2008,1,Toyota Sport EX,230.0,82.0,56.7,128.1,V6,MPFI,DCT,,FWD,0.413,27.1,10.4,122.0
37.6,4,147.2,116.0,2064,17.7,1984,1,Subaru Luxury GT,230.0,82.0,57.3,126.2,Inline-4,GDI,Automatic,8.0,FWD,0.448,26.3,12.0,111.0
48.6,4,152.1,71.0,2599,19.7,2015,1,Acura Van Base,230.0,82.0,57.0,134.2,,MPFI,Automatic,6.0,FWD,0.333,,12.3,118.0
50.1,4,148.9,84.0,2256,18.9,2022,3,Audi Hybrid Sport,230.0,82.0,56.8,125.1,Inline-4,Direct Injection,Manual,5.0,AWD,0.329,25.1,,149.0
43.8,6,238.7,188.0,3045,16.7,2021,3,Chevrolet Sedan EX,230.0,82.0,56.2,126.3,Inline-6,Carburetor,Semi-Automatic,7.0,AWD,0.396,27.0,12.0,151.0
40.9,6,195.6,67.0,2508,21.3,2014,1,BMW Sport Limited,230.0,82.0,57.9,131.8,V6,Carburetor,CVT,,FWD,0.333,27.6,10.6,129.0
36.2,6,201.1,97.0,2443,17.8,1980,3,Volkswagen SUV Limited,230.0,82.0,66.2,126.1,V6,MPFI,Automatic,5.0,RWD,0.5,31.6,12.0,132.0
31.6,6,206.0,171.0,3063,17.5,1985,1,Chevrolet Hatchback GT,230.0,82.0,71.9,120.9,V6,MPFI,DCT,7.0,RWD,0.5,35.5,9.2,153.0
37.0,4,172.8,92.0,2458,18.1,1976,2,Chrysler Compact DX,230.0,82.0,56.9,121.9,Inline-4,MPFI,Automatic,4.0,RWD,0.5,27.5,10.4,124.0
43.7,4,158.3,141.0,1877,14.6,1998,2,Lexus Crossover Limited,201.5,82.0,55.4,114.0,Inline-4,TBI,Manual,5.0,FWD,0.445,26.1,12.4,125.0
40.3,6,235.3,120.0,3008,18.0,1988,2,Chevrolet Wagon Limited,230.0,82.0,71.7,123.8,V6,MPFI,Manual,5.0,RWD,0.432,,,133.0
41.5,5,155.1,50.0,2255,22.9,1998,1,Chrysler Van DX,204.2,82.0,66.0,111.3,V12,GDI,DCT,,FWD,,30.9,,110.0
44.7,4,100.0,50.0,2143,21.6,2004,3,Hyundai Hatchback Base,,,55.6,130.3,Inline-4,Carburetor,Manual,5.0,FWD,0.349,26.6,12.5,113.0
46.7,4,170.9,100.0,2186,18.5,2024,1,Chrysler Coupe Base,202.9,82.0,56.0,112.8,Inline-4,Carburetor,CVT,,FWD,0.318,27.7,13.0,116.0
47.5,4,170.3,132.0,1868,14.4,2013,2,Lexus Van Sport,230.0,82.0,54.8,127.2,Inline-4,MPFI,Automatic,4.0,4WD,0.405,27.3,9.1,148.0
53.8,4,100.0,54.0,1800,20.6,2021,3,Jeep Convertible Premium,230.0,82.0,75.0,124.5,Inline-4,MPFI,Manual,5.0,FWD,,37.0,10.0,122.0
37.1,6,259.7,199.0,3004,15.2,2017,3,Honda Coupe EX,230.0,82.0,75.7,129.2,Inline-6,MPFI,DCT,7.0,FWD,0.337,36.8,10.0,140.0
24.1,8,378.3,230.0,5005,18.8,1985,1,Dodge Sedan LX,230.0,82.0,54.8,128.9,V8,GDI,Automatic,4.0,AWD,0.462,28.1,11.7,158.0
32.1,8,351.3,82.0,4564,22.3,2018,2,Tesla Van GT,230.0,82.0,54.3,130.3,V8,MPFI,CVT,,FWD,0.323,27.9,12.0,137.0
23.3,8,442.6,300.0,5037,17.5,1999,1,Jeep Sedan Sport,230.0,82.0,71.6,126.5,V8,Direct Injection,CVT,,nan,0.438,35.1,8.6,162.0
28.0,8,415.2,317.0,4043,12.5,2014,3,Jeep Coupe Premium,230.0,82.0,68.7,123.8,V8,MPFI,Automatic,5.0,RWD,0.332,33.6,11.1,173.0
36.2,6,258.0,104.0,3008,20.7,2002,3,Nissan Coupe Base,230.0,82.0,77.5,125.6,V6,TBI,Automatic,5.0,FWD,0.399,38.5,,98.0
46.2,4,96.7,51.0,1800,21.3,2025,1,Toyota SUV Base,230.0,82.0,55.9,128.3,Inline-4,MPFI,Semi-Automatic,6.0,AWD,0.31,25.3,9.3,110.0
36.4,6,211.9,170.0,3000,17.7,1998,1,Hyundai SUV EX,230.0,82.0,56.3,125.2,V6,Carburetor,Manual,6.0,FWD,0.374,26.1,12.9,154.0
41.3,4,118.7,95.0,1852,17.4,1999,1,Hyundai Sport LX,225.7,82.0,57.0,123.6,,GDI,Automatic,6.0,nan,0.446,29.5,12.2,136.0
48.8,4,119.7,50.0,1800,21.2,2024,1,Kia Coupe Premium,230.0,82.0,65.5,128.2,Inline-4,nan,Automatic,6.0,FWD,0.289,32.3,11.2,110.0
39.0,4,135.2,122.0,1934,15.8,1973,2,Mercedes Hybrid Limited,230.0,82.0,67.7,129.3,Inline-4,MPFI,CVT,,4WD,0.5,32.8,10.9,115.0
44.1,5,157.0,85.0,1963,17.3,2016,3,Honda Convertible Limited,218.0,,52.0,124.9,V12,GDI,Automatic,9.0,FWD,0.313,26.4,10.6,114.0
47.3,4,130.0,113.0,1840,16.2,2017,2,Jeep Compact EX,230.0,82.0,70.2,128.1,Inline-4,GDI,Automatic,7.0,4WD,0.348,35.1,9.3,
40.8,4,123.1,67.0,1800,22.7,2021,2,Chevrolet SUV Sport,223.3,82.0,74.8,,Inline-4,GDI,Manual,5.0,AWD,0.367,35.5,10.3,154.0
45.1,4,156.2,114.0,2370,19.4,2025,3,Subaru Coupe Limited,221.1,82.0,56.0,125.3,Inline-4,MPFI,Automatic,5.0,FWD,0.337,26.5,12.1,129.0
29.8,8,412.8,307.0,5003,15.0,2025,2,Chevrolet Sport Base,230.0,82.0,73.5,128.0,V8,MPFI,DCT,6.0,RWD,0.32,36.6,11.7,177.0
36.7,6,245.4,75.0,3119,19.6,1979,1,Ford Truck EX,230.0,82.0,73.4,130.2,V6,GDI,Automatic,4.0,RWD,0.46,,10.2,115.0
34.9,8,326.3,110.0,4624,21.5,2021,2,Volvo Coupe Sport,230.0,82.0,,129.8,V8,GDI,Automatic,5.0,FWD,0.311,29.6,12.4,99.0
51.3,4,119.3,71.0,1800,20.2,2015,2,Chrysler Convertible Limited,230.0,82.0,58.8,133.3,Inline-4,Carburetor,Automatic,6.0,FWD,,28.4,12.0,137.0
44.3,4,91.9,50.0,1800,20.8,2015,3,Tesla Van Premium,230.0,82.0,52.2,128.7,Inline-4,Carburetor,Manual,5.0,FWD,0.384,23.8,11.6,114.0
40.4,6,190.8,138.0,3043,20.1,1987,3,Mazda Van DX,230.0,82.0,70.2,125.5,V6,MPFI,Automatic,7.0,AWD,0.399,32.5,11.8,162.0
48.6,4,113.9,112.0,1800,14.9,2015,3,Ford Luxury DX,205.0,82.0,69.2,111.4,Inline-4,Direct Injection,Automatic,5.0,FWD,0.363,33.3,11.1,151.0
42.7,6,186.5,107.0,2596,19.1,2025,1,Mercedes Sport Limited,230.0,82.0,74.3,122.6,Inline-6,TBI,Automatic,,AWD,0.308,,11.3,
41.3,6,240.3,150.0,2928,17.2,2023,1,Mazda Hybrid Sport,230.0,82.0,55.9,126.3,V6,Carburetor,Automatic,5.0,FWD,0.344,26.4,11.2,141.0
44.8,6,279.8,,3591,19.5,2007,2,Toyota Crossover Base,230.0,82.0,59.4,131.9,V6,MPFI,DCT,6.0,RWD,0.427,27.6,11.2,149.0
28.4,8,302.2,211.0,4261,18.4,1975,1,Ford Coupe LX,230.0,82.0,67.2,123.7,V8,TBI,Automatic,6.0,AWD,0.436,32.3,9.3,110.0
43.9,4,163.9,72.0,1881,20.5,2003,2,Nissan Van Premium,216.4,82.0,,128.0,Flat-4,Carburetor,Automatic,5.0,nan,0.38,26.3,10.9,124.0
51.7,4,100.7,58.0,1800,20.0,2021,2,Mercedes Hatchback Sport,188.1,82.0,59.3,105.5,Inline-4,Direct Injection,Automatic,6.0,FWD,0.311,29.6,12.3,122.0
38.4,6,247.0,187.0,3251,17.6,2017,2,Tesla Hatchback GT,230.0,82.0,52.4,127.2,V6,Direct Injection,CVT,,AWD,,24.6,9.9,135.0
42.9,4,147.9,127.0,1800,14.7,2008,1,Volkswagen Luxury Limited,230.0,,56.1,130.5,Inline-4,MPFI,Manual,5.0,FWD,,24.6,12.0,124.0
43.0,4,171.2,135.0,2171,,1977,2,Acura Convertible Limited,225.3,82.0,73.8,121.3,Inline-4,MPFI,CVT,,FWD,0.481,38.1,12.0,133.0
42.6,4,100.3,50.0,1800,22.3,2006,3,Acura Crossover Sport,207.2,82.0,57.4,110.6,Inline-4,Direct Injection,Automatic,7.0,AWD,0.345,28.5,11.5,117.0
45.8,4,118.4,69.0,2119,20.1,2008,2,Chevrolet Luxury Limited,200.0,82.0,71.3,113.2,,GDI,Manual,5.0,FWD,0.415,33.4,9.3,126.0
49.3,4,98.2,,1800,19.9,2023,3,Mercedes Convertible EX,230.0,82.0,66.7,127.7,Inline-4,nan,DCT,7.0,FWD,0.391,32.3,10.2,125.0
43.4,4,126.7,59.0,2265,21.3,2014,3,Mercedes Coupe ,213.7,,76.2,122.5,Flat-4,GDI,Manual,5.0,FWD,,36.9,11.9,118.0
31.3,6,271.2,95.0,3408,21.8,2001,1,Acura Sedan Base,230.0,82.0,75.0,130.2,Inline-6,MPFI,CVT,,FWD,0.376,36.1,12.7,151.0
38.4,6,258.2,116.0,2741,17.2,2010,3,Kia Hybrid EX,230.0,,55.8,125.9,V6,GDI,Automatic,6.0,AWD,0.403,25.3,11.4,116.0
35.9,6,252.3,99.0,2566,18.7,1979,1,Volvo Compact Limited,230.0,82.0,67.1,129.7,,MPFI,Automatic,6.0,RWD,0.5,30.6,8.3,102.0
44.6,6,233.3,126.0,3003,19.4,2025,2,Ford Crossover LX,230.0,82.0,65.3,127.2,V6,GDI,Automatic,7.0,4WD,0.335,30.5,11.0,136.0
39.5,4,169.5,92.0,2556,17.0,2003,3,Acura Truck Sport,230.0,82.0,54.4,127.3,Inline-4,GDI,Automatic,7.0,RWD,,25.5,11.0,113.0
42.6,4,130.4,79.0,2212,18.6,2008,2,Jeep Luxury LX,226.5,82.0,66.3,127.1,Inline-4,MPFI,CVT,,FWD,,,10.8,101.0
50.9,4,103.5,58.0,1800,19.6,2003,1,Dodge Hatchback DX,,82.0,73.9,123.2,Inline-4,Carburetor,Manual,5.0,AWD,,35.8,11.9,114.0
24.2,8,464.3,334.0,5093,15.1,2016,1,Audi Hybrid Sport,230.0,82.0,58.8,125.0,V8,MPFI,CVT,,FWD,0.325,26.9,9.7,187.0
40.6,6,208.0,120.0,2738,18.1,2015,3,Kia Compact Premium,230.0,82.0,76.9,125.0,V6,MPFI,Automatic,6.0,RWD,0.389,,11.2,
52.4,4,94.8,56.0,1800,20.1,2017,1,Mazda Hatchback Limited,226.8,82.0,67.6,126.5,Inline-4,GDI,Automatic,7.0,AWD,0.331,30.1,11.3,123.0
40.4,4,101.3,50.0,1936,19.8,1998,3,Chrysler Luxury Sport,230.0,82.0,72.9,128.0,Inline-4,GDI,Automatic,6.0,FWD,,,9.3,100.0
21.8,8,414.0,306.0,5082,17.7,2001,3,Honda Sport ,230.0,82.0,67.4,126.7,V8,GDI,DCT,7.0,FWD,,31.5,13.1,138.0
38.6,6,240.7,155.0,3416,17.6,1987,3,Hyundai Luxury Premium,230.0,82.0,72.8,128.6,V6,TBI,CVT,,RWD,0.4,36.5,,136.0
39.1,6,206.0,176.0,3041,14.4,2015,1,Volkswagen Sedan EX,230.0,82.0,59.2,131.5,V6,GDI,Automatic,4.0,FWD,0.411,27.4,11.3,147.0
37.1,4,155.4,80.0,2325,21.0,1975,1,Volkswagen Compact Base,230.0,82.0,55.4,129.2,Inline-4,GDI,Manual,5.0,RWD,0.5,27.8,10.7,98.0
44.2,4,159.6,94.0,1800,16.4,2013,1,Lexus Compact Limited,219.3,82.0,58.9,124.1,Inline-4,Direct Injection,Automatic,7.0,FWD,0.338,28.1,11.6,116.0
38.2,6,272.1,110.0,3108,18.5,2022,2,Mercedes Sport Premium,230.0,82.0,54.9,125.0,V6,Carburetor,Manual,5.0,RWD,0.345,25.7,9.3,124.0
39.9,6,238.5,114.0,2776,19.5,2022,1,Acura Sport LX,230.0,82.0,67.7,122.7,V6,nan,Manual,,FWD,0.385,32.3,,132.0
38.4,6,257.9,155.0,2903,16.5,2007,1,Chevrolet Convertible EX,230.0,82.0,55.8,130.6,V6,MPFI,CVT,,RWD,,27.3,12.2,139.0
41.1,6,255.3,198.0,3244,16.0,2008,3,Mazda SUV Premium,230.0,82.0,56.1,126.2,V6,GDI,DCT,7.0,AWD,0.347,26.1,13.2,172.0
34.8,6,205.8,80.0,2412,19.4,1980,2,Subaru Compact DX,230.0,82.0,65.1,125.3,V6,MPFI,Automatic,5.0,RWD,0.5,31.9,10.7,124.0
40.0,6,211.0,79.0,2605,20.0,2015,1,Lexus Hatchback GT,230.0,82.0,72.0,126.0,V6,MPFI,Semi-Automatic,6.0,FWD,0.401,,11.4,146.0
47.7,4,133.1,68.0,1834,18.5,2020,2,Subaru Sedan Base,230.0,82.0,66.4,124.4,Inline-4,Direct Injection,CVT,,RWD,,30.7,10.4,119.0
50.6,4,91.7,50.0,1800,19.6,1997,2,Jeep Van ,230.0,82.0,,125.3,,TBI,Manual,5.0,FWD,0.442,34.3,8.5,126.0
30.2,8,345.4,318.0,4217,17.2,2006,2,Lexus Wagon Premium,230.0,82.0,57.4,125.2,V8,MPFI,Automatic,8.0,FWD,0.414,26.2,11.3,184.0
44.5,4,132.6,123.0,2052,15.1,2021,2,Lexus Luxury Base,215.6,82.0,74.7,118.5,Inline-4,MPFI,Automatic,6.0,FWD,0.372,,11.9,150.0
38.2,6,190.8,111.0,2358,16.5,2022,2,Chrysler SUV ,218.5,82.0,77.5,118.1,V6,GDI,Automatic,6.0,AWD,,35.7,12.7,148.0
36.6,6,192.6,56.0,2979,23.3,1997,1,Kia Sport Limited,230.0,82.0,77.8,134.3,V6,GDI,Manual,5.0,FWD,0.373,37.8,10.1,141.0
15.6,12,542.6,481.0,6499,14.2,2011,1,Subaru Luxury Limited,230.0,82.0,52.3,,V12,MPFI,Manual,6.0,FWD,0.345,25.6,11.9,208.0
38.3,4,155.8,51.0,2127,21.4,1993,3,Subaru Wagon Base,223.0,82.0,68.5,126.6,,Carburetor,Manual,6.0,FWD,0.419,31.6,12.2,88.0
41.2,4,165.0,115.0,1800,14.9,1984,2,Ford Hatchback EX,212.2,82.0,52.2,114.2,Flat-4,TBI,Automatic,5.0,RWD,0.5,26.3,10.6,
28.8,8,400.2,353.0,4937,13.9,2023,3,Subaru Coupe LX,230.0,82.0,58.3,125.3,V8,MPFI,Automatic,,AWD,0.33,29.0,9.9,202.0
45.4,6,227.5,138.0,2928,17.6,2020,1,Acura Crossover GT,230.0,82.0,74.5,126.1,V6,GDI,Automatic,8.0,nan,0.376,34.8,12.8,
41.5,6,218.4,50.0,3087,23.7,2019,1,Toyota Sedan GT,230.0,82.0,65.1,125.4,V6,MPFI,Manual,5.0,AWD,0.361,32.6,12.2,
45.1,4,107.4,68.0,1800,19.1,1976,1,Mazda Convertible Base,225.0,82.0,72.7,125.7,Inline-4,MPFI,Automatic,6.0,RWD,0.438,34.9,12.3,85.0
48.5,4,103.2,77.0,1800,19.8,2021,1,Mazda SUV GT,208.0,82.0,53.7,115.9,Inline-4,Direct Injection,Automatic,6.0,AWD,,25.5,11.7,95.0
33.7,6,259.2,66.0,3527,22.2,2007,1,Ford Hybrid Limited,230.0,82.0,67.4,123.8,Inline-6,MPFI,Manual,5.0,RWD,0.4,32.4,11.6,85.0
29.6,8,382.3,202.0,4694,18.3,2002,1,BMW Sedan LX,230.0,82.0,56.8,129.9,V8,MPFI,DCT,7.0,RWD,0.453,28.1,10.6,190.0
21.9,8,453.9,345.0,5087,13.8,2011,2,Honda Hybrid ,230.0,82.0,65.3,125.9,V8,MPFI,Automatic,5.0,AWD,,32.0,9.7,169.0
44.2,4,153.4,123.0,1956,17.7,1982,1,Lexus Crossover EX,203.4,82.0,57.8,113.6,Inline-4,MPFI,Automatic,5.0,FWD,0.46,27.6,9.4,140.0
46.2,4,107.5,62.0,1800,19.9,2018,1,Chevrolet Sport Premium,197.3,82.0,68.2,112.4,Inline-4,Carburetor,Automatic,4.0,FWD,,31.4,11.5,122.0
48.2,4,135.9,80.0,1948,18.8,2012,2,Volkswagen Van ,219.9,82.0,55.4,127.0,Inline-4,MPFI,Automatic,10.0,AWD,0.402,26.4,,117.0
21.1,10,466.6,315.0,5919,18.9,1993,3,Chrysler Wagon Premium,230.0,82.0,70.1,128.5,V10,GDI,Manual,6.0,AWD,0.461,34.0,10.5,186.0
33.0,6,222.4,89.0,3448,21.5,1993,1,Dodge Wagon LX,230.0,82.0,53.8,123.5,V6,MPFI,Automatic,4.0,RWD,0.414,,11.7,124.0
45.6,4,138.8,52.0,2303,22.1,1992,1,Jeep Luxury Base,230.0,82.0,56.8,125.8,Inline-4,MPFI,Automatic,8.0,FWD,,29.7,11.3,126.0
44.8,4,178.4,134.0,1933,14.7,1977,2,Mazda Hatchback ,230.0,82.0,54.8,124.6,Inline-4,MPFI,Manual,5.0,AWD,0.45,26.6,9.4,144.0
35.4,6,261.3,,3353,19.9,2013,1,Kia Luxury LX,230.0,82.0,69.8,127.2,V6,GDI,Automatic,6.0,FWD,0.361,34.4,9.1,126.0
43.5,4,171.3,50.0,2130,22.7,2021,1,Audi Hatchback DX,223.8,82.0,69.2,123.4,Inline-4,TBI,Automatic,5.0,FWD,,34.4,13.1,104.0
28.4,8,286.5,127.0,4257,19.1,1972,3,Mazda Luxury EX,230.0,82.0,69.6,130.8,V8,MPFI,Automatic,5.0,FWD,0.453,31.8,11.0,130.0
39.4,6,194.0,120.0,2539,17.0,1976,3,Audi Hatchback Premium,230.0,82.0,67.4,119.0,V6,MPFI,DCT,7.0,FWD,0.473,,9.9,132.0
51.5,4,97.6,64.0,1844,19.0,2012,2,Ford Crossover Limited,204.6,82.0,65.4,113.0,Inline-4,MPFI,Automatic,4.0,AWD,0.413,33.0,12.6,97.0
47.4,4,113.7,73.0,1800,19.2,2020,1,Subaru Wagon GT,230.0,82.0,54.7,125.6,Inline-4,Carburetor,Automatic,6.0,RWD,0.304,25.9,,87.0
28.5,8,377.2,271.0,4585,16.1,2001,1,Subaru Coupe LX,,82.0,54.8,125.7,V8,GDI,Automatic,4.0,RWD,0.393,27.0,12.5,170.0
43.3,4,147.8,113.0,1800,13.8,2002,2,BMW Hatchback ,230.0,82.0,56.8,126.0,Flat-4,MPFI,Manual,5.0,RWD,,26.1,11.1,130.0
45.3,4,135.1,91.0,1800,19.8,2013,2,Volkswagen Convertible Limited,220.2,82.0,77.7,126.0,Inline-4,TBI,Semi-Automatic,6.0,RWD,0.375,,12.2,105.0
20.7,8,478.7,248.0,5158,18.5,1999,2,Acura Coupe GT,230.0,82.0,72.2,130.0,V8,MPFI,DCT,6.0,AWD,0.452,35.5,10.0,
27.1,6,274.0,178.0,3314,16.4,1973,1,Volkswagen Truck LX,230.0,82.0,55.7,126.5,V6,GDI,Manual,5.0,FWD,0.5,26.9,8.2,129.0
35.8,8,316.0,219.0,4555,18.2,2018,1,Kia Hatchback EX,230.0,82.0,54.5,124.9,V8,Carburetor,Automatic,,AWD,0.37,26.6,11.4,163.0
45.7,4,166.8,50.0,1807,21.3,2014,1,Chrysler Hybrid LX,230.0,82.0,72.1,129.8,Inline-4,Carburetor,Manual,6.0,AWD,0.345,35.6,11.4,109.0
51.0,4,133.4,68.0,1800,19.0,2012,3,Audi Truck Sport,222.3,82.0,57.8,118.1,Inline-4,GDI,Manual,6.0,FWD,0.423,29.1,11.0,119.0
49.9,4,130.8,53.0,1800,21.0,2018,2,Audi Truck Base,212.5,82.0,65.3,118.1,Inline-4,TBI,Automatic,7.0,FWD,0.353,29.0,13.0,111.0
43.2,4,160.6,87.0,2431,20.1,2016,1,Honda Truck Base,230.0,82.0,58.3,127.5,Inline-4,MPFI,Automatic,,FWD,,,11.7,118.0
36.2,6,189.3,87.0,2576,21.0,1994,3,Volvo Luxury Base,,82.0,76.7,128.3,Inline-6,TBI,Automatic,5.0,RWD,0.4,,8.8,133.0
48.6,4,169.4,114.0,2053,16.7,2003,3,Nissan Crossover Base,221.1,82.0,,123.7,,MPFI,CVT,,AWD,0.386,35.3,11.2,122.0
29.9,6,247.1,126.0,3072,19.2,1987,2,Chevrolet Hybrid Sport,230.0,82.0,54.2,126.6,,MPFI,Automatic,5.0,RWD,,26.3,,122.0
40.4,4,168.8,152.0,1800,12.2,1988,2,Volvo Sedan DX,207.5,,74.3,,Inline-4,GDI,Automatic,10.0,RWD,,35.3,10.3,120.0
44.2,4,179.5,84.0,1800,17.6,2016,1,Dodge Sedan EX,229.7,82.0,57.2,130.0,Inline-4,Carburetor,DCT,6.0,AWD,0.353,26.5,11.6,120.0
22.9,10,477.7,298.0,5536,16.2,2022,1,Mazda Compact ,230.0,82.0,74.7,123.9,V10,nan,DCT,7.0,AWD,0.318,37.3,,166.0
47.1,4,98.4,50.0,1800,20.0,2024,2,Mazda Compact EX,176.8,79.8,68.8,99.1,Inline-4,Direct Injection,DCT,6.0,FWD,,31.4,12.9,126.0
44.2,4,105.0,69.0,1800,18.8,2014,3,Jeep Convertible GT,220.9,82.0,73.3,117.8,Flat-4,MPFI,CVT,,RWD,,36.4,11.2,94.0
41.6,4,119.1,92.0,1915,17.5,1992,2,Tesla Sedan ,230.0,82.0,67.2,130.6,,TBI,Manual,5.0,FWD,0.472,32.5,9.4,125.0
43.5,4,99.3,54.0,1800,21.5,1984,1,Honda Hatchback DX,230.0,82.0,77.1,133.7,Inline-4,Carburetor,DCT,7.0,RWD,0.481,35.3,9.4,136.0
45.9,5,188.9,91.0,1966,17.7,2020,2,Volkswagen Coupe Sport,230.0,82.0,72.8,124.4,V12,GDI,Manual,5.0,RWD,0.343,36.4,9.5,115.0
45.6,4,116.7,92.0,1800,17.0,2012,3,Subaru Coupe DX,227.1,82.0,74.0,126.1,Flat-4,GDI,Automatic,5.0,FWD,,35.6,9.2,112.0
34.5,6,277.6,108.0,3769,20.4,2014,3,Chrysler Coupe LX,230.0,82.0,76.3,132.9,V6,nan,Manual,5.0,RWD,0.384,36.4,10.8,107.0
37.0,6,250.3,174.0,2880,15.9,2019,1,Volvo Luxury DX,230.0,82.0,54.1,127.7,Inline-6,MPFI,Manual,5.0,AWD,0.369,25.6,,140.0
43.1,6,197.3,70.0,2613,22.7,2017,3,Lexus Wagon Base,230.0,82.0,71.9,128.5,V6,Direct Injection,Automatic,5.0,FWD,0.371,32.8,11.2,131.0
